CEP,latitude,longitude,UF
22451210,-22.9827763,-43.238638,RJ
24810508,-22.7620942,-42.8601486,RJ
24417290,-22.8453967,-43.0493411,RJ
25990160,-22.4169605,-42.9756016,RJ
22451220,-22.9833698,-43.2393266,RJ
24417300,-22.8438537,-43.0438947,RJ
22713372,-22.9230494,-43.3739788,RJ
22713373,-22.9230494,-43.3739788,RJ
26383390,-22.704445,-43.5619352,RJ
22713375,-22.9230494,-43.3739788,RJ
22451230,-22.9847691,-43.2393112,RJ
26163320,-22.7172354,-43.3910584,RJ
26163321,-22.7173006,-43.3886339,RJ
22713380,-22.9286651,-43.3918847,RJ
25990180,-22.4169605,-42.9756016,RJ
24417320,-22.8460799,-43.052731,RJ
26383402,-22.7023199,-43.5604902,RJ
25990190,-22.4169605,-42.9756016,RJ
24941615,-22.9473722,-42.9124955,RJ
26383407,-22.7130315,-43.5725405,RJ
22713390,-22.9268957,-43.392426,RJ
22451250,-22.9760044,-43.2285147,RJ
26383410,-22.7018063,-43.5612727,RJ
24941620,-22.9473722,-42.9124955,RJ
24417330,-22.8500446,-43.0623424,RJ
25990200,-22.35,-42.883333,RJ
24941625,-22.9473722,-42.9124955,RJ
22713400,-22.9271433,-43.3920995,RJ
26383420,-22.7058597,-43.5666652,RJ
22451262,-22.9760044,-43.2285147,RJ
22451263,-22.9760044,-43.2285147,RJ
26383425,-22.7106685,-43.5522256,RJ
22451265,-22.9843584,-43.2454638,RJ
22713410,-22.9681736,-43.3907025,RJ
22451268,-22.9879841,-43.2479825,RJ
25720451,-22.4543321,-43.1416253,RJ
26383430,-22.7023892,-43.5617762,RJ
24417350,-22.8498458,-43.0571854,RJ
22451270,-22.9830385,-43.2471412,RJ
26383433,-22.6992432,-43.5618961,RJ
26383434,-22.8358488,-43.3920928,RJ
26383436,-22.7003274,-43.5660062,RJ
26383438,-22.7106685,-43.5522256,RJ
22451280,-22.9830546,-43.24624,RJ
26383440,-22.7025854,-43.5623924,RJ
22713430,-22.9267494,-43.3920821,RJ
24941655,-22.9473722,-42.9124955,RJ
25720455,-22.4543321,-43.1416253,RJ
26383450,-22.706139,-43.5646656,RJ
25990235,-22.35,-42.883333,RJ
24941660,-22.9473722,-42.9124955,RJ
22713440,-22.9681736,-43.3907025,RJ
24941665,-22.9473722,-42.9124955,RJ
25990240,-22.4251319,-42.9760673,RJ
22451300,-22.9821704,-43.2473959,RJ
26383460,-22.7053798,-43.5648332,RJ
22713450,-22.9271609,-43.3928192,RJ
24941675,-22.9473722,-42.9124955,RJ
25990250,-22.35,-42.883333,RJ
22451310,-22.98598,-43.2394476,RJ
24941680,-22.9473722,-42.9124955,RJ
24941685,-22.9473722,-42.9124955,RJ
22451320,-22.9840941,-43.2418048,RJ
26383480,-22.7106685,-43.5522256,RJ
22713470,-22.9269289,-43.4000264,RJ
26383490,-22.7077583,-43.5661692,RJ
22451330,-22.9866788,-43.2508054,RJ
26383493,-22.7106685,-43.5522256,RJ
22713480,-22.9269289,-43.401209,RJ
22451340,-22.9879841,-43.2479825,RJ
25990290,-22.4169605,-42.9756016,RJ
26383510,-22.7072219,-43.5662678,RJ
24417440,-22.8460799,-43.052731,RJ
26383521,-22.7106685,-43.5522256,RJ
22451360,-22.9788226,-43.2332492,RJ
26383523,-22.6930825,-43.5199684,RJ
26383522,-22.7000848,-43.5696593,RJ
26383524,-22.7008155,-43.5699744,RJ
25990310,-22.4169605,-42.9756016,RJ
22713511,-22.9681736,-43.3907025,RJ
26383527,-22.7011785,-43.5701283,RJ
26383520,-22.7106685,-43.5522256,RJ
24417450,-22.8460799,-43.052731,RJ
22713515,-22.8949381,-43.4778267,RJ
26383532,-22.7010086,-43.5677337,RJ
22451370,-22.9908587,-43.2511353,RJ
26383528,-22.701546,-43.57029,RJ
26383530,-22.7030402,-43.5708816,RJ
26383536,-22.7016476,-43.568233,RJ
22713520,-22.9532558,-43.4901494,RJ
26383538,-22.7022472,-43.5687172,RJ
26163350,-22.7186818,-43.3936936,RJ
24417460,-22.8460799,-43.052731,RJ
26383542,-22.7025612,-43.568939,RJ
26383543,-22.7031868,-43.5687114,RJ
22451385,-22.9763419,-43.2292059,RJ
25990330,-22.4229849,-42.9594259,RJ
26383547,-22.7019708,-43.5662899,RJ
26383548,-22.7035891,-43.5677751,RJ
22451390,-22.9879841,-43.2479825,RJ
26383553,-22.7093758,-43.5600191,RJ
26383554,-22.7093758,-43.5600191,RJ
22451395,-22.9879841,-43.2479825,RJ
22713540,-22.9681736,-43.3907025,RJ
24417480,-22.8460799,-43.052731,RJ
22451400,-22.9788226,-43.2332492,RJ
26383560,-22.7046191,-43.5702374,RJ
22713547,-22.8803431,-43.4587607,RJ
22713550,-22.9457408,-43.3975314,RJ
22713551,-22.944593,-43.3927472,RJ
22713552,-22.9439681,-43.3923877,RJ
22713553,-22.9681736,-43.3907025,RJ
26383570,-22.7054722,-43.568261,RJ
22713555,-22.9437487,-43.3920394,RJ
26383571,-22.7106685,-43.5522256,RJ
22713557,-22.9427261,-43.392291,RJ
24417490,-22.8460799,-43.052731,RJ
26383575,-22.7060869,-43.5690972,RJ
22713559,-22.9681736,-43.3907025,RJ
26383577,-22.7047449,-43.5667018,RJ
22713562,-22.9681736,-43.3907025,RJ
22713560,-22.9373591,-43.3910318,RJ
22713564,-22.9681736,-43.3907025,RJ
22713565,-22.9681736,-43.3907025,RJ
22713566,-22.9681736,-43.3907025,RJ
22713568,-22.934951,-43.3876002,RJ
28013021,-21.7626682,-41.3184501,RJ
26383586,-22.7044341,-43.5633041,RJ
22713571,-22.9409032,-43.3940302,RJ
22713572,-22.945366,-43.3933439,RJ
26383588,-22.6988855,-43.5683388,RJ
22713574,-22.8505996,-43.2841245,RJ
24417510,-22.8476018,-43.0534307,RJ
22713576,-22.9386991,-43.3903264,RJ
22713577,-22.9681736,-43.3907025,RJ
22713578,-22.9430795,-43.3962603,RJ
26383594,-22.6945329,-43.5723796,RJ
22713579,-22.9435834,-43.3981361,RJ
22713581,-22.9681736,-43.3907025,RJ
22713582,-22.9391923,-43.3875001,RJ
21665001,-22.8367688,-43.3853481,RJ
24417520,-22.8625245,-43.0825436,RJ
22713585,-22.9405381,-43.390563,RJ
22713586,-22.9410808,-43.3909665,RJ
22713587,-22.9413279,-43.3922029,RJ
22713588,-22.9681736,-43.3907025,RJ
24417525,-22.8460799,-43.052731,RJ
22713590,-22.9358429,-43.3994742,RJ
22713589,-22.9537695,-43.3441986,RJ
22713592,-22.9296656,-43.387353,RJ
22713593,-22.9300432,-43.3869133,RJ
22451450,-22.9899402,-43.2451455,RJ
22713594,-22.9413337,-43.3918259,RJ
24417530,-22.8467181,-43.0510176,RJ
22713597,-22.9145109,-43.3900285,RJ
22713591,-22.9535782,-43.3529505,RJ
22451455,-22.9763419,-43.2292059,RJ
22713600,-22.9250092,-43.3932643,RJ
24417540,-22.8498832,-43.0510707,RJ
26554140,-22.7888454,-43.4391207,RJ
21665030,-22.8353167,-43.3829741,RJ
22451470,-22.9879841,-43.2479825,RJ
24417550,-22.8467568,-43.0485696,RJ
22713620,-22.9242365,-43.3932134,RJ
22451480,-22.9879841,-43.2479825,RJ
24417560,-22.8460799,-43.052731,RJ
21665050,-22.8352287,-43.3848688,RJ
24417570,-22.8460799,-43.052731,RJ
24941860,-22.9473722,-42.9124955,RJ
21665061,-22.8476606,-43.384056,RJ
21665062,-22.8477143,-43.3840409,RJ
24941865,-22.9473722,-42.9124955,RJ
21665066,-22.8326243,-43.388462,RJ
22451500,-22.9788226,-43.2332492,RJ
24417580,-22.8511668,-43.048671,RJ
21665070,-22.8328379,-43.3823111,RJ
24941870,-22.9473722,-42.9124955,RJ
21665072,-22.8311593,-43.3866664,RJ
21665074,-22.8314313,-43.3868305,RJ
22713650,-22.9230494,-43.3739788,RJ
21665076,-22.8314917,-43.3875424,RJ
22451506,-22.9835089,-43.2419841,RJ
22451510,-22.9879841,-43.2479825,RJ
21665078,-22.8393288,-43.3980294,RJ
24417590,-22.8460799,-43.052731,RJ
21665084,-22.8316398,-43.3876205,RJ
21665088,-22.8328798,-43.3877922,RJ
24417600,-22.8460799,-43.052731,RJ
24941890,-22.9166355,-42.8465697,RJ
22451520,-22.9760044,-43.2285147,RJ
21665090,-22.8365419,-43.3821497,RJ
21665095,-22.8401095,-43.3780741,RJ
21665096,-22.8401095,-43.3780741,RJ
24417610,-22.8533798,-43.0493465,RJ
21665099,-22.8401095,-43.3780741,RJ
21665100,-22.8338085,-43.3804408,RJ
21665102,-22.8401095,-43.3780741,RJ
22451535,-22.9879841,-43.2479825,RJ
21665103,-22.8401095,-43.3780741,RJ
21665105,-22.8401095,-43.3780741,RJ
21665106,-22.8401095,-43.3780741,RJ
21665107,-22.8401095,-43.3780741,RJ
24417620,-22.8511264,-43.047674,RJ
22451540,-22.9913692,-43.2519512,RJ
21665109,-22.8401095,-43.3780741,RJ
21665108,-22.8401095,-43.3780741,RJ
21665112,-22.8401095,-43.3780741,RJ
22713680,-22.6305256,-43.2450142,RJ
22713690,-22.9230494,-43.3739788,RJ
21665115,-22.8401095,-43.3780741,RJ
21665116,-22.8401095,-43.3780741,RJ
21665117,-22.8401095,-43.3780741,RJ
24417630,-22.8460799,-43.052731,RJ
21665118,-22.8401095,-43.3780741,RJ
21665120,-22.8346601,-43.3812289,RJ
21665114,-22.8401095,-43.3780741,RJ
22713700,-22.9230494,-43.3739788,RJ
21665130,-22.8333106,-43.3859905,RJ
22713710,-22.9230494,-43.3739788,RJ
24417650,-22.8468064,-43.0435513,RJ
22451572,-22.9835089,-43.2419841,RJ
24417655,-22.8485303,-43.0483529,RJ
22451576,-22.9835089,-43.2419841,RJ
24417660,-22.8487309,-43.0401564,RJ
21665150,-22.8564826,-43.3849845,RJ
22451585,-22.9879841,-43.2479825,RJ
22713730,-22.9230494,-43.3739788,RJ
24417670,-22.84539,-43.0464897,RJ
22451590,-22.9879841,-43.2479825,RJ
22713740,-22.9230494,-43.3739788,RJ
24417680,-22.8441944,-43.0484067,RJ
21665170,-22.8312527,-43.3858198,RJ
28611990,-22.2887261,-42.5340796,RJ
22451610,-22.9810451,-43.1970595,RJ
21665180,-22.8337251,-43.3826625,RJ
26554170,-22.7910498,-43.4365396,RJ
22713760,-22.9273553,-43.3866772,RJ
24417700,-22.8460799,-43.052731,RJ
22713770,-22.9230494,-43.3739788,RJ
21665200,-22.8348141,-43.3794498,RJ
22713780,-22.9280605,-43.3862183,RJ
22451640,-22.9879841,-43.2479825,RJ
24417720,-22.8460799,-43.052731,RJ
21665210,-22.8346177,-43.3683846,RJ
22713790,-22.9230494,-43.3739788,RJ
21665216,-22.8363255,-43.3658406,RJ
24417730,-22.8431887,-43.0424902,RJ
21665220,-22.8224076,-43.3359168,RJ
24417735,-22.8460799,-43.052731,RJ
22713800,-22.926071,-43.387101,RJ
22451660,-22.9818979,-43.2204165,RJ
24417740,-22.842318,-43.0383298,RJ
22713810,-22.9268505,-43.3881032,RJ
23893460,-22.6676626,-43.7214344,RJ
24417750,-22.8460799,-43.052731,RJ
22451670,-22.9879841,-43.2479825,RJ
22713820,-22.9279884,-43.3868448,RJ
21665250,-22.827207,-43.3751634,RJ
21665255,-22.8401095,-43.3780741,RJ
21665256,-22.8401095,-43.3780741,RJ
23893480,-22.6676626,-43.7214344,RJ
21665257,-22.8272455,-43.3764522,RJ
21665260,-22.8273267,-43.3757932,RJ
23893490,-22.6676626,-43.7214344,RJ
22451700,-22.9855821,-43.218088,RJ
26033156,-22.7190575,-43.4684259,RJ
21665270,-22.8346145,-43.3786993,RJ
21665275,-22.8353722,-43.3784961,RJ
25251610,-22.6475304,-43.2378629,RJ
21665280,-22.8316289,-43.3733795,RJ
25251612,-22.6617114,-43.2739077,RJ
21665285,-22.8346769,-43.3738499,RJ
21665290,-22.8337247,-43.3784795,RJ
22451730,-22.934951,-43.3876002,RJ
21665300,-22.8332813,-43.3713303,RJ
21665302,-22.8332813,-43.3713303,RJ
28350000,-21.2091698,-42.1187769,RJ
21665330,-22.8307232,-43.3794556,RJ
21665340,-22.8338017,-43.3784616,RJ
24942150,-22.9473722,-42.9124955,RJ
24942155,-22.9473722,-42.9124955,RJ
26515021,-22.8218951,-43.4181607,RJ
24942160,-22.9473722,-42.9124955,RJ
21665360,-22.8177742,-43.3718149,RJ
21010000,-22.8168485,-43.2954144,RJ
26515025,-22.8218951,-43.4181607,RJ
26515031,-22.8189254,-43.4249645,RJ
26515032,-22.81273,-43.4296543,RJ
26515033,-22.8218951,-43.4181607,RJ
26515034,-22.8164727,-43.4102319,RJ
26515035,-22.814271,-43.4282723,RJ
21010010,-22.8180591,-43.2988823,RJ
26515037,-22.8208674,-43.4244039,RJ
21665374,-22.8401095,-43.3780741,RJ
21665370,-22.8329306,-43.3772081,RJ
21665376,-22.8401095,-43.3780741,RJ
26515041,-22.8160426,-43.4248375,RJ
26515040,-22.827034,-43.3991611,RJ
26383971,-22.7144149,-43.5554925,RJ
21665380,-22.8330997,-43.3767296,RJ
21010020,-22.8164643,-43.2987549,RJ
26515038,-22.8218951,-43.4181607,RJ
26515047,-22.8218951,-43.4181607,RJ
26515045,-22.8159532,-43.4056497,RJ
26515051,-22.8218951,-43.4181607,RJ
26515052,-22.8218951,-43.4181607,RJ
21010030,-22.8168289,-43.297733,RJ
26515055,-22.8098494,-43.4193916,RJ
21010033,-22.7886368,-43.3435375,RJ
26515060,-22.8218951,-43.4181607,RJ
26515063,-22.8218951,-43.4181607,RJ
21665400,-22.8737861,-43.3395961,RJ
26515065,-22.8098494,-43.4193916,RJ
21010040,-22.8172435,-43.2967218,RJ
26515068,-22.8218951,-43.4181607,RJ
21665420,-22.8401095,-43.3780741,RJ
24942220,-22.9473722,-42.9124955,RJ
21010060,-22.8170541,-43.2979471,RJ
24942225,-22.9473722,-42.9124955,RJ
26515090,-22.8233514,-43.4200009,RJ
21010070,-22.8177952,-43.2962942,RJ
24942230,-22.9473722,-42.9124955,RJ
21010075,-22.8147963,-43.2935407,RJ
26515100,-22.8098494,-43.4193916,RJ
21010076,-22.8143,-43.2936669,RJ
21665440,-22.833359,-43.3779899,RJ
21010080,-22.8163885,-43.2967541,RJ
24942243,-22.9473722,-42.9124955,RJ
24942245,-22.9473722,-42.9124955,RJ
26515110,-22.8098494,-43.4193916,RJ
21010090,-22.8177952,-43.2962942,RJ
24942250,-22.9473722,-42.9124955,RJ
26515115,-22.8218951,-43.4181607,RJ
24942255,-22.9473722,-42.9124955,RJ
26515123,-22.8218951,-43.4181607,RJ
21010100,-22.8190035,-43.2964021,RJ
26515125,-22.8218951,-43.4181607,RJ
26515126,-22.8244362,-43.419268,RJ
26515127,-22.8218951,-43.4181607,RJ
26515128,-22.8218951,-43.4181607,RJ
24942265,-22.9473722,-42.9124955,RJ
23893690,-22.7158217,-43.7195136,RJ
21010110,-22.8152096,-43.2978314,RJ
24942273,-22.9473722,-42.9124955,RJ
24942275,-22.9473722,-42.9124955,RJ
26515140,-22.8218951,-43.4181607,RJ
24942280,-22.9473722,-42.9124955,RJ
23893707,-22.7122094,-43.732519,RJ
26515150,-22.8247399,-43.4174954,RJ
23893710,-22.712377,-43.7131699,RJ
24942290,-22.9473722,-42.9124955,RJ
24942295,-22.9329666,-42.891222,RJ
23893720,-22.7146129,-43.7201677,RJ
21010140,-22.8198984,-43.2963503,RJ
24942305,-22.9329666,-42.891222,RJ
21010150,-22.8198338,-43.2957064,RJ
26515180,-22.8218951,-43.4181607,RJ
21010160,-22.8234412,-43.2959357,RJ
24942325,-22.9473722,-42.9124955,RJ
26515190,-22.8260702,-43.4181822,RJ
21010170,-22.8218277,-43.2958714,RJ
24942330,-22.9473722,-42.9124955,RJ
23893755,-22.699315,-43.7190392,RJ
26515200,-22.8218951,-43.4181607,RJ
22451970,-22.9780101,-43.2331665,RJ
24942340,-22.9473722,-42.9124955,RJ
24942345,-22.9473722,-42.9124955,RJ
21010190,-22.8664823,-43.2763997,RJ
24942350,-22.9473722,-42.9124955,RJ
23893780,-22.699315,-43.7190392,RJ
26515220,-22.8218951,-43.4181607,RJ
21010200,-22.8190002,-43.2940286,RJ
24942365,-22.9473722,-42.9124955,RJ
26515230,-22.8218951,-43.4181607,RJ
22452000,-22.9939022,-43.2358343,RJ
26515232,-22.7975961,-43.4058511,RJ
21010210,-22.8194208,-43.2934971,RJ
24942370,-22.9329666,-42.891222,RJ
24942375,-22.9473722,-42.9124955,RJ
23893800,-22.7085406,-43.7091368,RJ
26515240,-22.8244136,-43.4208499,RJ
26515243,-22.8218951,-43.4181607,RJ
21010220,-22.8176248,-43.2902305,RJ
23893805,-22.7062748,-43.7200106,RJ
24942380,-22.9166355,-42.8465697,RJ
24942385,-22.9473722,-42.9124955,RJ
26515250,-22.7979869,-43.4394254,RJ
23893810,-22.7094259,-43.7119608,RJ
24942390,-22.9473722,-42.9124955,RJ
23893815,-22.699315,-43.7190392,RJ
21010230,-22.816333,-43.2898999,RJ
24942395,-22.9473722,-42.9124955,RJ
23893820,-29.9831234,-51.63364,RS
24024900,-22.8858975,-43.1152211,RJ
26515270,-22.8218951,-43.4181607,RJ
23893835,-22.699315,-43.7190392,RJ
22452050,-22.9939022,-43.2358343,RJ
21010260,-22.8167932,-43.2919971,RJ
26515290,-22.8218951,-43.4181607,RJ
22452060,-22.9965204,-43.244517,RJ
21010270,-22.8234412,-43.2959357,RJ
22452070,-22.9939022,-43.2358343,RJ
21010280,-22.8167932,-43.2919971,RJ
26515310,-22.8218951,-43.4181607,RJ
21010290,-22.8163569,-43.2906786,RJ
21031330,-22.8513512,-43.2609535,RJ
22452090,-22.9953358,-43.240726,RJ
21010300,-22.8179002,-43.2927393,RJ
26515330,-22.8218951,-43.4181607,RJ
22452100,-22.9966511,-43.2367908,RJ
21010310,-22.8234412,-43.2959357,RJ
26515340,-22.8098494,-43.4193916,RJ
21010320,-22.8391932,-43.3224511,RJ
26515345,-22.8218951,-43.4181607,RJ
26515350,-22.8218951,-43.4181607,RJ
21010330,-22.8234412,-43.2959357,RJ
24942495,-22.9473722,-42.9124955,RJ
22452130,-22.9939022,-43.2358343,RJ
24942500,-22.9473722,-42.9124955,RJ
21010340,-22.8094553,-43.3089519,RJ
26515366,-22.8218951,-43.4181607,RJ
24942505,-22.9473722,-42.9124955,RJ
21010346,-22.8211366,-43.297723,RJ
26515370,-22.8206553,-43.4251952,RJ
21010345,-22.8224249,-43.2937107,RJ
24942510,-22.9473722,-42.9124955,RJ
26515378,-22.8098494,-43.4193916,RJ
24942515,-22.9473722,-42.9124955,RJ
24942520,-22.9473722,-42.9124955,RJ
21010360,-22.7933794,-43.3207199,RJ
24942525,-22.9473722,-42.9124955,RJ
26515390,-22.8205515,-43.425802,RJ
22452160,-22.995673,-43.237726,RJ
21010370,-22.8276775,-43.3443851,RJ
21010373,-22.8184513,-43.3030143,RJ
24942535,-22.9473722,-42.9124955,RJ
26515400,-22.8164727,-43.4102319,RJ
26515402,-22.8098494,-43.4193916,RJ
21010379,-22.8184513,-43.3030143,RJ
21010380,-22.8184513,-43.3030143,RJ
26515403,-20.5201473,-54.6121118,MS
21010382,-22.8184513,-43.3030143,RJ
26515407,-22.8218951,-43.4181607,RJ
21010383,-22.8184513,-43.3030143,RJ
26515406,-22.8181823,-43.4243179,RJ
26515410,-22.8198064,-43.4242997,RJ
21010387,-22.8184513,-43.3030143,RJ
21010384,-22.8184513,-43.3030143,RJ
21010389,-22.8184513,-43.3030143,RJ
21010393,-22.8039448,-43.3044068,RJ
21010395,-22.8051028,-43.30437,RJ
22452190,-22.9966169,-43.2366472,RJ
21010410,-22.8118238,-43.287107,RJ
23894000,-22.7530802,-43.7159011,RJ
22452210,-22.9966035,-43.2370043,RJ
23894006,-22.7530802,-43.7159011,RJ
23894008,-22.7530802,-43.7159011,RJ
22452220,-22.9939022,-43.2358343,RJ
23894016,-22.7530802,-43.7159011,RJ
23894018,-22.7530802,-43.7159011,RJ
26515460,-22.8218951,-43.4181607,RJ
22452230,-22.9939022,-43.2358343,RJ
21010440,-22.8184513,-43.3030143,RJ
21010441,-22.8841172,-43.4211616,RJ
21010443,-22.8841172,-43.4211616,RJ
21010445,-22.8841172,-43.4211616,RJ
26515470,-22.8190942,-43.419007,RJ
21010447,-22.8841172,-43.4211616,RJ
21010448,-22.8841172,-43.4211616,RJ
22452240,-22.9951986,-43.2411308,RJ
21010449,-22.8841172,-43.4211616,RJ
26515475,-22.8098494,-43.4193916,RJ
21010452,-22.8841172,-43.4211616,RJ
21010453,-22.8841172,-43.4211616,RJ
26515477,-22.8098494,-43.4193916,RJ
21010450,-22.8184513,-43.3030143,RJ
26515480,-22.8182667,-43.426957,RJ
21010451,-22.8841172,-43.4211616,RJ
22452250,-22.9939022,-43.2358343,RJ
21010460,-22.8130704,-43.2957386,RJ
26515490,-22.8164727,-43.4102319,RJ
22452260,-22.9949384,-43.2411494,RJ
26515500,-22.8098494,-43.4193916,RJ
22452270,-22.9939022,-43.2358343,RJ
22452280,-22.9939022,-43.2358343,RJ
26515520,-22.8218951,-43.4181607,RJ
22452290,-22.9953233,-43.2376653,RJ
26515526,-22.8218951,-43.4181607,RJ
26515527,-22.8218951,-43.4181607,RJ
26515530,-22.8180575,-43.4228088,RJ
22452300,-22.9968019,-43.2424801,RJ
21010510,-22.8141713,-43.2935768,RJ
22452310,-22.9939022,-43.2358343,RJ
21010520,-22.8623733,-43.276786,RJ
21010530,-22.8228076,-43.2843442,RJ
26515570,-22.7895397,-43.4359016,RJ
22452350,-22.9953067,-43.2402129,RJ
26515591,-22.8098494,-43.4193916,RJ
26515592,-22.8098494,-43.4193916,RJ
22452360,-22.9961894,-43.2387102,RJ
21010570,-22.8062605,-43.3033185,RJ
26515596,-22.8098494,-43.4193916,RJ
21010580,-22.8184513,-43.3030143,RJ
21010590,-22.8180138,-43.3014758,RJ
23894174,-22.7439297,-43.6834299,RJ
26515620,-22.8098494,-43.4193916,RJ
22452390,-22.9973937,-43.241037,RJ
21010600,-22.8234412,-43.2959357,RJ
23894188,-22.7530802,-43.7159011,RJ
26515630,-22.8098494,-43.4193916,RJ
22452400,-22.8260458,-43.3941521,RJ
23894198,-22.7530802,-43.7159011,RJ
26515640,-22.8117007,-43.4279715,RJ
23894202,-22.7530802,-43.7159011,RJ
22452410,-23.0371000208,-43.3535765433,EX
26515650,-22.8164727,-43.4102319,RJ
22452420,-22.903,-43.353576539,RJ
21010630,-22.8489096,-43.287605,RJ
26515655,-22.8174746,-43.4250947,RJ
23894218,-22.7530802,-43.7159011,RJ
21010640,-22.8234412,-43.2959357,RJ
23894226,-22.7530802,-43.7159011,RJ
22452440,-22.9954602,-43.2396762,RJ
21010650,-22.8071152,-43.3018285,RJ
23894238,-22.7478665,-43.687094,RJ
22452450,-22.9954602,-43.2396762,RJ
21010660,-22.8184513,-43.3030143,RJ
21010665,-22.825318,-43.3742744,RJ
26515690,-22.8098494,-43.4193916,RJ
21010666,-22.7758758,-43.2912085,RJ
22452460,-22.9939022,-43.2358343,RJ
23894250,-22.7498651,-43.6895332,RJ
23894254,-22.7474054,-43.6865048,RJ
26515700,-22.8218951,-43.4181607,RJ
22452470,-23.0371900199,-43.0623257554,EX
21010680,-22.8162724,-43.3007663,RJ
23894270,-22.7498399,-43.6895374,RJ
22452480,-22.9954976,-43.2391513,RJ
21010690,-22.8061295,-43.3027006,RJ
23894278,-22.7530802,-43.7159011,RJ
26515720,-22.8166458,-43.4231363,RJ
21010700,-22.8068051,-43.3025342,RJ
23894286,-22.7530802,-43.7159011,RJ
26515730,-22.8164727,-43.4102319,RJ
22452500,-22.995438,-43.2366494,RJ
23894294,-22.7530802,-43.7159011,RJ
21010711,-22.8184513,-43.3030143,RJ
21010712,-22.8665225,-43.2778136,RJ
21010713,-22.8184513,-43.3030143,RJ
21010714,-22.8184513,-43.3030143,RJ
21535000,-22.8170898,-43.3450964,RJ
21010716,-22.8184513,-43.3030143,RJ
26515740,-22.8098494,-43.4193916,RJ
21010717,-22.8184513,-43.3030143,RJ
22452510,-22.7688099832,-43.3536742412,RJ
23894300,-22.7454253,-43.6861853,RJ
21010721,-22.8184513,-43.3030143,RJ
21535010,-22.8178933,-43.3472625,RJ
21010723,-22.8184513,-43.3030143,RJ
23894304,-22.7379358,-43.7039413,RJ
21010724,-22.8184513,-43.3030143,RJ
21010726,-22.8184513,-43.3030143,RJ
21010722,-22.8184513,-43.3030143,RJ
22452520,-22.9959202,-43.2397711,RJ
23894306,-22.7530802,-43.7159011,RJ
21010730,-22.8184513,-43.3030143,RJ
21535020,-22.8162019,-43.3474585,RJ
21535021,-22.7963456,-43.3355964,RJ
21010735,-22.8184513,-43.3030143,RJ
21010736,-22.8184513,-43.3030143,RJ
21010738,-22.8841172,-43.4211616,RJ
23894322,-22.7498929,-43.6917215,RJ
21010740,-22.8184513,-43.3030143,RJ
21010741,-22.8141946,-43.2984945,RJ
21010742,-22.8184513,-43.3030143,RJ
22452530,-22.9939022,-43.2358343,RJ
21010744,-22.8184513,-43.3030143,RJ
21010745,-22.8184513,-43.3030143,RJ
21010739,-22.8141946,-43.2984945,RJ
21010743,-22.8184513,-43.3030143,RJ
21010748,-22.8184513,-43.3030143,RJ
21010746,-22.8184513,-43.3030143,RJ
23894334,-22.7530802,-43.7159011,RJ
21010750,-22.8184513,-43.3030143,RJ
21010751,-22.7806966,-43.332465,RJ
21535040,-22.8175715523,-43.344510902,RJ
21010752,-22.8184513,-43.3030143,RJ
21010754,-22.8184513,-43.3030143,RJ
21010760,-22.8060703,-43.3023228,RJ
21535050,-22.8183637,-43.3451273,RJ
23894350,-22.7530802,-43.7159011,RJ
21010770,-22.8045243,-43.3033317,RJ
26515795,-22.8098494,-43.4193916,RJ
21535060,-22.819438,-43.3457409,RJ
26515800,-22.8098494,-43.4193916,RJ
23894362,-22.7530802,-43.7159011,RJ
22452570,-23.0372800216,-43.3537719488,EX
21010780,-22.8184513,-43.3030143,RJ
21535070,-22.8185759,-43.3452947,RJ
23894366,-22.7530802,-43.7159011,RJ
26515810,-22.8098494,-43.4193916,RJ
22452580,-22.9966169,-43.2366472,RJ
23894378,-22.7530802,-43.7159011,RJ
26515820,-22.8173446,-43.4297253,RJ
22452590,-22.9959408,-43.2380128,RJ
21031430,-22.8490411,-43.2612469,RJ
21010800,-22.8473418,-43.2854993,RJ
23894382,-22.7530802,-43.7159011,RJ
23894386,-22.7494035,-43.6965922,RJ
21535090,-22.8173464,-43.3441499,RJ
23894390,-22.7489913,-43.6960281,RJ
22452600,-22.9939022,-43.2358343,RJ
21010810,-22.8200582,-43.2821151,RJ
24942970,-22.9473722,-42.9124955,RJ
21535100,-22.8177351,-43.3438319,RJ
21010811,-22.8184513,-43.3030143,RJ
23894394,-22.7475689,-43.6947009,RJ
23894402,-22.7530802,-43.7159011,RJ
21010820,-22.8882189,-43.2571336,RJ
23894410,-22.7530802,-43.7159011,RJ
22452620,-22.9958119,-43.240754,RJ
28613005,-22.2906889,-42.5333912,RJ
23894414,-22.7451328,-43.6957697,RJ
21010830,-22.8094553,-43.3089519,RJ
25225740,-22.7010838,-43.2684694,RJ
21535125,-22.816903,-43.3444065,RJ
22452630,-22.9939022,-43.2358343,RJ
23894426,-22.7449825,-43.6983451,RJ
21535130,-22.8163012,-43.3405062,RJ
24943005,-22.907432,-42.919769,RJ
21031440,-22.8478013,-43.2613224,RJ
24943010,-22.907432,-42.919769,RJ
21535141,-22.815758,-43.3362093,RJ
21535150,-22.8152112,-43.3371072,RJ
28613040,-22.2851841,-42.5322173,RJ
22452660,-22.9939022,-43.2358343,RJ
23894454,-22.7414429,-43.6962828,RJ
24943030,-22.907432,-42.919769,RJ
23894458,-22.7530802,-43.7159011,RJ
28613050,-22.2887261,-42.5340796,RJ
