CEP,latitude,longitude
27276010,-22.5039349,-44.1385425
24130286,-22.8772091,-43.0863537
24130290,-22.8754488,-43.0825629
24130300,-22.8763519,-43.0802979
24130305,-22.8755252,-43.0809289
24130309,-22.8745654,-43.078135
27276040,-22.504516,-44.1380576
24130315,-22.8763519,-43.0802979
24130320,-22.877461,-43.0827009
25965335,-22.40086,-42.9776613
25965340,-22.4036843,-42.9806124
25965343,-22.40086,-42.9776613
24130336,-22.8759785,-43.0797385
25965345,-22.4022111,-42.9749904
24130337,-22.8918447,-43.0887848
25965347,-22.40086,-42.9776613
27276070,-22.4958981,-44.141168
24130350,-22.8769087,-43.0800339
24130355,-22.8773629,-43.0800687
24130356,-22.8775245,-43.0810146
25965367,-22.4142039,-42.9695818
24130360,-22.8743638,-43.0768097
27276090,-22.4906866,-44.1127948
27145020,-22.4720256,-43.8273373
21640001,-22.8393288,-43.3980294
21640002,-22.8393288,-43.3980294
24130370,-22.8723398,-43.0775077
25965380,-22.40086,-42.9776613
24130375,-22.8813,-43.0870152
24130377,-22.891370004,-43.0949150152
21640010,-22.8393288,-43.3980294
24130379,-22.87245,-43.0786826
25965387,-22.4039904,-42.9727074
24130380,-22.8764886,-43.0865026
27276110,-22.499622,-44.1392466
24130385,-22.8764886,-43.0865026
24130386,-22.8813,-43.0870152
24130390,-22.8799202,-43.0869463
27276120,-22.4999247,-44.1384097
27145050,-22.4755971,-43.8236036
21640030,-22.8395288,-43.3963089
25965410,-22.3969275,-42.9753047
27276130,-22.4988883,-44.1391632
27145060,-22.4754483,-43.8228618
25965415,-22.4013437,-42.9754553
25965417,-22.4039904,-42.9727074
24130410,-22.8784043,-43.0863785
25965420,-22.3993663,-42.9737265
27145070,-22.4754483,-43.8228618
25965423,-22.4039904,-42.9727074
25965425,-22.40086,-42.9776613
21640050,-22.8362572,-43.3904392
25965430,-22.3963198,-42.9728699
25965431,-22.40086,-42.9776613
25965432,-22.40086,-42.9776613
24130425,-22.8771171,-43.0876558
25965434,-22.40086,-42.9776613
24130426,-22.8747794,-43.0879034
25965435,-22.3964039,-42.9737644
24130430,-22.8757343,-43.0885071
24130435,-22.8813,-43.0870152
21640070,-22.8359364,-43.3916894
24130442,-22.8977228,-43.0782057
24130443,-22.8819739,-43.1251819
27145100,-22.4802874,-43.8206734
25965453,-22.4039904,-42.9727074
27276170,-22.496984,-44.1380225
24130447,-22.873605,-43.0881401
21640080,-22.8338169,-43.3902876
25965457,-22.4039904,-42.9727074
24130449,-22.8814134,-43.0812883
24130448,-22.9002368,-43.0601147
25965460,-22.40086,-42.9776613
25965455,-22.4063506,-42.977471
27145110,-22.469858,-43.8259394
24130450,-22.8729138,-43.0865227
27276180,-22.4962494,-44.1382118
21640090,-22.8325712,-43.3942799
24130460,-22.8743061,-43.0880136
27276190,-22.4916393,-44.1372129
24130465,-22.8728077,-43.0856603
21640100,-22.8354507,-43.3876322
24130470,-22.8706999,-43.0822112
27276200,-22.4958981,-44.141168
25965481,-22.40086,-42.9776613
27145130,-22.4896663,-43.8157969
21640110,-22.837558,-43.3931446
24130480,-22.8729106,-43.0854236
27276210,-22.4924196,-44.1367141
25965490,-22.3940729,-42.9719431
27145140,-22.4801047,-43.8212898
27276220,-22.491568,-44.1356676
27145150,-22.4808645,-43.8215851
25965503,-22.4039904,-42.9727074
21640130,-22.8393288,-43.3980294
27145155,-22.4802874,-43.8206734
24130500,-22.8751292,-43.0860352
21640134,-22.8299677,-43.3941029
27145160,-22.4802874,-43.8206734
21640140,-22.8356756,-43.387991
27276240,-22.4917995,-44.1349734
27145170,-22.4824001,-43.8234332
25965523,-22.4039904,-42.9727074
21640150,-22.8382476,-43.3923348
24130520,-22.8729682,-43.0832616
25965530,-22.3981631,-42.9681487
27145180,-22.4826261,-43.8213608
21640160,-22.8393288,-43.3980294
24130530,-22.8726989,-43.0828371
27276260,-22.4992134,-44.1422608
27145190,-22.4856604,-43.8213587
24130540,-22.8723765,-43.0825396
25965551,-22.40086,-42.9776613
25965553,-22.4039904,-42.9727074
25965555,-22.4039904,-42.9727074
24130550,-22.8719574,-43.0822567
25965560,-22.40086,-42.9776613
27145210,-22.489543,-43.8182324
25965563,-22.4039904,-42.9727074
25965565,-22.4039904,-42.9727074
21640190,-22.8345519,-43.3929202
24130560,-22.8717537,-43.0816059
25965570,-22.3977441,-42.9705668
27276290,-22.4958981,-44.141168
27145220,-22.4903627,-43.8178588
24917000,-22.9339527,-42.8245961
27276300,-22.5220222,-44.1352112
27145231,-22.4896144,-43.8187856
23082000,-22.894313,-43.5698568
27145232,-22.4896144,-43.8187856
21640210,-22.8375955,-43.3954566
24917010,-22.9339527,-42.8245961
25965590,-22.4004326,-42.9717176
27145240,-22.4919729,-43.8211952
23082010,-22.8934315,-43.5699147
21640220,-22.8350979,-43.3871143
24917020,-22.9339527,-42.8245961
24917025,-22.9339527,-42.8245961
23082020,-22.892743,-43.5698544
21640230,-22.8381875,-43.394824
24130600,-22.8736972,-43.0841711
27145260,-22.4933578,-43.8213182
23082030,-22.8927967,-43.5688252
24917040,-22.9339527,-42.8245961
21640240,-22.832502,-43.3933429
24130610,-22.8813,-43.0870152
25965620,-22.3976515,-42.9711074
27276341,-22.492602,-44.1353038
27145270,-22.4726552,-43.8251821
27276340,-22.4936362,-44.1341064
23082040,-22.8918926,-43.5692004
24917045,-22.9339527,-42.8245961
24917050,-22.9339527,-42.8245961
24130619,-22.8776673,-43.078302
24130620,-22.8783363,-43.0782851
21640250,-22.9258104,-43.6786794
25965630,-22.3998789,-42.9744474
24917055,-22.9339527,-42.8245961
24465090,-22.818816,-43.0505907
27276355,-22.5213526,-44.1353394
22641480,-22.9861227,-43.3021445
24130630,-22.8813,-43.0870152
24917065,-22.9339527,-42.8245961
27145290,-22.4720256,-43.8273373
24130634,-22.8813,-43.0870152
24130636,-22.8770612,-43.0757686
27276365,-22.5250579,-44.1421031
24130637,-22.8772505,-43.0763333
24130639,-22.8813,-43.0870152
27276368,-22.4974542,-44.1346387
27276367,-22.4976671,-44.1349695
24130640,-22.8761195,-43.0780356
24130638,-22.8771307,-43.0767404
23082060,-22.89123,-43.5704386
27276375,-22.4923403,-44.1357733
21640280,-22.8401244,-43.3964065
24130650,-22.8813,-43.0870152
24917085,-22.9339527,-42.8245961
27145310,-22.4849823,-43.8210002
23082080,-22.8919388,-43.5735549
27276385,-22.5006435,-44.1394652
24917090,-22.9339527,-42.8245961
25965670,-22.3982303,-42.9747659
24917095,-22.9339527,-42.8245961
27145320,-22.4730881,-43.8231977
24130665,-22.8728916,-43.075444
23082090,-22.8908547,-43.5709184
21640300,-22.8381684,-43.394646
24917100,-22.9339527,-42.8245961
25965680,-22.399946,-42.9751694
24917105,-22.9339527,-42.8245961
24130675,-22.8765495,-43.0731947
24130676,-22.8801919,-43.0761454
24130677,-22.8714092,-43.0718533
24130678,-22.8698288,-43.0704926
23082100,-22.8905785,-43.5702991
24917110,-22.9339527,-42.8245961
25965690,-22.4001983,-42.9696261
24917115,-22.9339527,-42.8245961
27145340,-22.4761773,-43.8208597
21640320,-22.8393288,-43.3980294
24917120,-22.9339527,-42.8245961
24130690,-22.8757898,-43.0750378
24917125,-22.9339527,-42.8245961
23082120,-22.8906045,-43.5690628
25965705,-22.4039904,-42.9727074
21640330,-22.8368102,-43.3923228
24917130,-22.9339527,-42.8245961
24130700,-22.8744738,-43.0758056
25965710,-22.4034568,-42.9715239
25965711,-22.4039904,-42.9727074
27145360,-22.4725928,-43.8256239
23082130,-22.8906209,-43.5684289
25965715,-22.4039619,-42.9719716
24917140,-22.9339527,-42.8245961
21640340,-22.8294846,-43.3939321
24130710,-22.8611541,-43.0881348
27276440,-22.4984451,-44.1452314
24917145,-22.9339527,-42.8245961
27145370,-22.4826492,-43.8224381
21640344,-22.831761,-43.3953414
23082140,-22.9035842,-43.5662438
25965720,-22.3992286,-42.9727019
24917150,-22.9339527,-42.8245961
24130720,-22.8799065,-43.0807104
27276450,-22.4958981,-44.141168
23082150,-22.8910072,-43.5669923
22641500,-22.9877373,-43.3056226
21640360,-22.8238795,-43.3981236
21640361,-22.8238795,-43.3981236
24130730,-22.8813,-43.0870152
27276460,-22.5052627,-44.1388067
26490030,-22.6439978,-43.6606463
24917170,-22.9339527,-42.8245961
21640370,-22.8393288,-43.3980294
24130740,-22.8708945,-43.0724452
27276470,-22.5047392,-44.1387538
24917175,-22.9339527,-42.8245961
27145400,-22.4808683,-43.8219961
24130745,-22.8732931,-43.0723011
23082170,-22.8896934,-43.5699352
24130747,-22.8732931,-43.0723011
21640380,-22.8393288,-43.3980294
24130746,-22.8732931,-43.0723011
25924003,-22.7116669,-43.132261
27276480,-22.5038902,-44.1395176
24917185,-22.9339527,-42.8245961
27145410,-22.4802874,-43.8206734
26490050,-22.6439978,-43.6606463
21640390,-22.8393288,-43.3980294
24917195,-22.9339527,-42.8245961
27145420,-22.4754483,-43.8228618
24917200,-22.9339527,-42.8245961
24130770,-22.8734659,-43.0715247
24917205,-22.9339527,-42.8245961
26490070,-22.6439978,-43.6606463
24130773,-22.8693407,-43.0722449
23082200,-22.8901333,-43.572784
27276505,-22.5360687,-44.1276624
24917210,-22.9339527,-42.8245961
27145430,-22.4849823,-43.8210002
24130780,-22.8813,-43.0870152
27276510,-22.50522,-44.1367285
24917215,-22.9339527,-42.8245961
27145440,-22.5346729,-43.7989326
23082210,-22.8899369,-43.5720932
24917220,-22.9339527,-42.8245961
27276520,-22.5049507,-44.1376074
24917225,-22.9339527,-42.8245961
27145450,-22.4896144,-43.8187856
23082220,-22.8883675,-43.569594
27931885,-22.3900955,-41.8425258
22641514,-22.986725,-43.3055003
24130801,-22.8737299901,-43.0939381291
24130802,-22.8813,-43.0870152
27276530,-22.5048008,-44.1378582
26490100,-22.6439978,-43.6606463
27145460,-22.4651681,-43.830123
24130806,-22.8842471,-43.081925
24130807,-22.8816007,-43.0820059
24130808,-22.8813,-43.0870152
24130809,-22.8664121,-43.0890313
24917240,-22.9339527,-42.8245961
24130811,-22.9170424,-43.0844401
27276540,-22.4958981,-44.141168
24917245,-22.9339527,-42.8245961
24130814,-22.8795134,-43.0930335
24130810,-22.8813,-43.0870152
24130816,-22.8813,-43.0870152
27145470,-22.4802874,-43.8206734
24917250,-22.9339527,-42.8245961
26490110,-22.7060911,-43.5333701
24130820,-22.9118005,-43.1042998
24130821,-22.8439117,-43.096837
27276550,-22.4958981,-44.141168
24917255,-22.9339527,-42.8245961
26490120,-22.7068282,-43.5326718
24917260,-22.9339527,-42.8245961
27276560,-22.4958981,-44.141168
26490130,-22.7061939,-43.5309599
23082260,-22.8877169,-43.5712664
24917270,-22.9339527,-42.8245961
27276570,-22.4958981,-44.141168
24917275,-22.9339527,-42.8245961
26490140,-22.7061939,-43.5309599
23082270,-22.8873632,-43.5702445
24917280,-22.9339527,-42.8245961
26490150,-22.6439978,-43.6606463
23082280,-22.8872213,-43.5711703
24917290,-22.9339527,-42.8245961
24917295,-22.9339527,-42.8245961
26490160,-22.7086803,-43.5286486
24917300,-22.9339527,-42.8245961
27276600,-22.4958981,-44.141168
26490170,-22.6717396,-43.5838807
23082300,-22.8861902,-43.5709769
26445060,-22.689675,-43.6119556
24917310,-22.9339527,-42.8245961
24917315,-22.9339527,-42.8245961
26490180,-22.7098754,-43.5278696
23082310,-22.8855873,-43.5720939
24917320,-22.9339527,-42.8245961
27276620,-22.4939979,-44.1350983
23082330,-22.8868,-43.5694599
24917340,-22.9339527,-42.8245961
27932000,-22.3980159,-41.8433178
27276640,-22.4958981,-44.141168
27932003,-22.4081988,-41.8619172
24917350,-22.9339527,-42.8245961
27932007,-22.4069831,-41.8678315
27276650,-22.502601,-44.1335273
24465150,-22.8168325,-43.0473782
23082350,-22.9035842,-43.5662438
21902710,-22.9076278,-43.1779662
23082360,-22.9035842,-43.5662438
24917370,-22.9339527,-42.8245961
24917375,-22.9339527,-42.8245961
26490240,-19.6273353,-43.2214474
23082370,-22.9035842,-43.5662438
24917385,-22.9339527,-42.8245961
26490250,-22.6439978,-43.6606463
24917390,-22.9339527,-42.8245961
27932050,-22.4074047,-41.8554332
24917405,-22.9339527,-42.8245961
26490270,-22.7100984,-43.5682043
23082400,-22.9035842,-43.5662438
26490280,-22.7050115,-43.5245324
25966000,-22.40086,-42.9776613
26490290,-22.7021518,-43.52471
23082420,-22.9035842,-43.5662438
25966015,-22.3996516,-42.9848379
25966020,-22.3963788,-42.9855676
26490310,-22.6439978,-43.6606463
23082440,-22.8922806,-43.5724092
25966025,-22.3963788,-42.9855676
26490320,-22.6439978,-43.6606463
23082450,-22.8919598,-43.5729835
25966035,-22.3948814,-42.9872915
25966040,-22.3963788,-42.9855676
27932120,-22.4081988,-41.8619172
26490330,-22.6819162,-43.6173435
23082460,-22.8919388,-43.5735549
25966045,-22.3918545,-42.9752606
24917475,-22.9339527,-42.8245961
26490340,-22.6439978,-43.6606463
23082470,-22.8919216,-43.5741153
25966055,-22.3923527,-42.9877944
24917480,-22.9339527,-42.8245961
25966060,-22.3963788,-42.9855676
24917485,-22.9339527,-42.8245961
25966061,-22.3963788,-42.9855676
23082480,-22.8918457,-43.5746137
24917490,-22.9339527,-42.8245961
25966075,-22.3998294,-42.9915523
25966085,-22.3963788,-42.9855676
24917510,-22.9339527,-42.8245961
25966090,-22.3991097,-42.9846229
24917515,-22.9339527,-42.8245961
23082510,-22.8919183,-43.5757783
25966095,-22.3887106,-42.9751488
24917520,-22.9339527,-42.8245961
24917525,-22.9339527,-42.8245961
24917530,-22.9339527,-42.8245961
25966107,-22.4123317,-42.9985639
25966108,-22.3897497,-42.9974405
20723230,-22.9021344,-43.2803832
25966110,-22.4163892,-42.9982152
24917535,-22.9339527,-42.8245961
25966115,-22.4123317,-42.9985639
24917540,-22.9339527,-42.8245961
25966125,-22.3963788,-42.9855676
24917550,-22.9339527,-42.8245961
25966130,-22.4123317,-42.9985639
24917555,-22.9339527,-42.8245961
24917560,-22.9339527,-42.8245961
25966140,-22.4123317,-42.9985639
24917565,-22.9339527,-42.8245961
25966145,-22.4123317,-42.9985639
24917575,-22.9339527,-42.8245961
25966155,-22.3995884,-42.986307
24917580,-22.9339527,-42.8245961
25966160,-22.4123317,-42.9985639
24917585,-22.9339527,-42.8245961
25966165,-22.4154474,-42.9691161
24917590,-22.9339527,-42.8245961
24917595,-22.9339527,-42.8245961
26490460,-22.6439978,-43.6606463
25966175,-22.3930238,-42.9776965
24917605,-22.9339527,-42.8245961
26490470,-22.6439978,-43.6606463
25966185,-22.4123317,-42.9985639
24917610,-22.9339527,-42.8245961
24917615,-22.9339527,-42.8245961
25966195,-22.3998217,-42.9918799
25966200,-22.3897497,-42.9974405
24917625,-22.9339527,-42.8245961
25966210,-22.4123317,-42.9985639
25966215,-22.4123317,-42.9985639
24917640,-22.9339527,-42.8245961
27932300,-22.4081988,-41.8619172
24917645,-22.9339527,-42.8245961
25966225,-22.4123317,-42.9985639
24917650,-22.9339527,-42.8245961
25966230,-22.4208131,-43.0085047
24917655,-22.9339527,-42.8245961
25966235,-22.4123317,-42.9985639
24917660,-22.9339527,-42.8245961
24917665,-22.9339527,-42.8245961
25966245,-22.4123317,-42.9985639
27932325,-22.4081988,-41.8619172
25966250,-22.4025478,-42.9927208
25966252,-22.4093054,-42.987194
25966253,-22.4123317,-42.9985639
25966255,-22.4123317,-42.9985639
25966260,-22.3963788,-42.9855676
25966265,-22.4123317,-42.9985639
28920036,-22.8382682,-41.994773
27932350,-22.4081988,-41.8619172
27932352,-22.4081988,-41.8619172
27932354,-22.4081988,-41.8619172
27932355,-22.4081988,-41.8619172
27932370,-22.4081988,-41.8619172
27932379,-22.4081988,-41.8619172
27277030,-22.4976205,-44.1309551
27277032,-22.4960644,-44.1269188
27277040,-22.4989291,-44.1281385
27277045,-22.4997546,-44.1304736
27277047,-22.4986161,-44.1273456
27277050,-22.499974,-44.1257436
27277060,-22.4996913,-44.127673
27277080,-22.4946846,-44.1321691
27277093,-22.4960644,-44.1269188
27277097,-22.4962359,-44.1214291
27277100,-22.4991816,-44.1246364
27277120,-22.4960644,-44.1269188
27277130,-22.4960644,-44.1269188
27277140,-22.4960644,-44.1269188
28920067,-22.8805112,-42.0111109
28920068,-22.8431813,-42.0104791
27277150,-22.4980375,-44.1211385
27277160,-22.496668,-44.1229483
28920072,-22.8796291,-42.0302216
21510002,-22.854762,-43.3516765
21510003,-22.854762,-43.3516765
21510004,-22.854762,-43.3516765
21510012,-22.854762,-43.3516765
21510013,-22.854762,-43.3516765
21510014,-22.854762,-43.3516765
21510030,-22.8460094,-43.3516193
21510040,-22.8460299,-43.350116
27277210,-22.4951297,-44.125255
27277211,-22.4960644,-44.1269188
27277213,-22.4960644,-44.1269188
27277214,-22.4960644,-44.1269188
27277215,-22.4960644,-44.1269188
27277218,-22.4960644,-44.1269188
21510050,-22.8312527,-43.3858198
27277220,-22.4960644,-44.1269188
27277223,-22.4960644,-44.1269188
27277224,-22.4960644,-44.1269188
27277227,-22.4981993,-44.1331215
21510060,-22.854762,-43.3516765
21510070,-22.854762,-43.3516765
27277240,-22.4960644,-44.1269188
21510080,-22.8492735,-43.3527409
21510090,-22.854762,-43.3516765
21510102,-22.8582395,-43.348206
21510103,-22.8589282,-43.3478724
27277270,-22.4851872,-44.1281908
21510105,-22.8310958,-43.3504144
21510110,-22.8445659,-43.3466683
27277280,-22.4852316,-44.1282634
27277290,-22.4851279,-44.1287348
24918000,-22.9339527,-42.8245961
27277300,-22.4960644,-44.1269188
21510160,-22.8438408,-43.3452178
27277330,-22.4960644,-44.1269188
21510170,-22.8434762,-43.346486
27277340,-22.4968181,-44.123603
27277345,-22.4912407,-44.1251982
27277350,-22.4925807,-44.1135981
21510190,-22.8427485,-43.3467697
27277360,-22.4960644,-44.1269188
21510200,-22.8422289,-43.3488569
27277370,-22.4960644,-44.1269188
21860135,-22.8742263,-43.4685442
21510210,-22.8413613,-43.3470223
27277380,-22.4993298,-44.1329902
21510220,-22.8410873,-43.3470099
27277390,-22.4974542,-44.1346387
24918100,-22.9339527,-42.8245961
21510230,-22.8410873,-43.3470099
27277410,-22.4853452,-44.1301903
27277415,-22.4960644,-44.1269188
21510250,-22.8404248,-43.3473461
21510270,-22.8388592,-43.3475303
21510280,-22.8163853,-43.3762422
21510288,-22.8310958,-43.3504144
21510289,-22.8310958,-43.3504144
21510290,-22.8381158,-43.3474147
21510300,-22.828872,-43.3858785
21510310,-22.8907448,-43.3195327
21510320,-22.8379544,-43.3174987
24918200,-22.9339527,-42.8245961
21510330,-22.8298526,-43.3857002
21510340,-22.8803726,-43.3161934
21510350,-22.8437122,-43.3755795
21860165,-22.8742263,-43.4685442
21510360,-22.8538341,-43.3518419
21510370,-22.9071082,-43.2696672
21510380,-22.8309453,-43.3450231
21510390,-22.8305806,-43.3454915
21510400,-22.831534,-43.347772
21510420,-22.831011,-43.3482163
24918300,ERRO,ERRO
21510430,-22.831011,-43.3482163
21510450,-22.8341302,-43.3477487
21510460,-22.834092,-43.3490093
21510470,-22.8328346,-43.3494222
21860190,-22.8637954,-43.457231
27933010,-22.3964648,-41.8036388
21510500,-22.8366701,-43.3522491
27933030,-22.3951464,-41.8025621
26445272,-22.6651739,-43.6081315
21510510,-22.8356001,-43.3522845
28633606,-22.2285394,-42.5223714
21510520,-22.8356001,-43.3522845
27933050,-22.3966815,-41.8025029
21510530,-22.8368897,-43.3534729
27933060,-22.40007,-41.7997835
21510540,-22.8375034,-43.3512608
21510550,-22.8359848,-43.3488816
21510560,-22.83736,-43.3506366
21510570,-22.8465361,-43.3677772
21510580,-22.8369583,-43.3486375
21510590,-22.834092,-43.3490093
28633630,-22.2283024,-42.5284809
27933170,-22.4045442,-41.8048632
27933190,-22.4020343,-41.8001457
27277840,-22.4978117,-44.1235613
27540002,-22.4816555,-44.477749
27540010,-22.4621341,-44.3825352
27933230,-22.39668,-41.803457
23870000,-22.9213835,-43.9475087
27540035,-22.4649665,-44.3999398
27933255,-22.3960889,-41.801684
27933265,-22.3909738,-41.8080861
27540050,-22.4636642,-44.3997817
27540060,-22.4613225,-44.3906618
27933280,-22.3954994,-41.7957328
27933300,-22.3698125,-41.7978337
27933320,-22.4027357,-41.8014373
27540110,-22.4615399,-44.3925024
27933330,-22.4027517,-41.80232
27540120,-22.4613822,-44.3899665
27933340,-22.4052774,-41.8112073
28060533,-21.7293481,-41.3382021
28060535,-21.7298565,-41.3412808
27278000,-22.4925657,-44.1184373
27540145,-22.4590444,-44.4167421
27540150,-22.4625005,-44.3887367
28060537,-21.7293481,-41.3382021
27278010,-22.4882913,-44.1186049
27933370,-22.3879699,-41.8203841
27933373,-22.3829057,-41.8237086
27933375,-22.3829057,-41.8237086
27933376,ERRO,ERRO
27933377,-22.3875601,-41.8155745
27933378,-22.3853056,-41.8172957
27933380,-22.3829057,-41.8237086
27278020,-22.4871718,-44.1176916
27933382,-22.3829057,-41.8237086
27540170,-22.4606634,-44.3930292
27540172,-22.4526543,-44.3933846
27278030,-22.4882913,-44.1186049
27933390,-22.3829057,-41.8237086
27540180,-22.4619214,-44.387713
27278040,-22.4882913,-44.1186049
27540190,-22.4637042,-44.399348
27933410,-22.3829057,-41.8237086
27278050,-22.4882913,-44.1186049
27540200,-22.4636232,-44.4002142
27933420,-22.3829552,-41.8222163
27540210,-22.4581865,-44.3784382
27278070,-22.4885422,-44.1186701
27540220,-22.4628452,-44.399689
27933440,-22.3873653,-41.8194296
27278080,-22.4882913,-44.1186049
27540230,-22.4602702,-44.3989424
27933450,-22.3829057,-41.8237086
27540240,-22.4585169,-44.4127341
27278120,-22.4882913,-44.1186049
27540270,-22.4583768,-44.4138652
27540280,-22.4598501,-44.4140704
27278140,-22.487142,-44.1184149
27540285,-22.458748,-44.4148463
27278143,-22.4882913,-44.1186049
27540290,-22.4642702,-44.3836881
27540300,-22.4686439,-44.3843078
27278156,-22.4885928,-44.1139643
27278158,-22.5057897,-44.1380511
27540320,-22.4686082,-44.3843078
27540330,-22.4685903,-44.3843078
21511020,-22.8387356,-43.3576634
27278190,-22.4902648,-44.1225279
27540340,-22.4686503,-44.3857131
21511030,-22.8140183,-43.3521887
27278200,-22.4912505,-44.1211625
27278203,-22.4906427,-44.1214636
27540350,-22.4686503,-44.385674
27540360,-22.4694001,-44.383953
27278220,-22.4912004,-44.1200227
27540370,-22.4679406,-44.3842889
21511060,-22.8400149,-43.3546183
25050005,-22.7176306,-43.3486587
25050006,-22.7862985,-43.3053106
27278230,-22.4910741,-44.1206973
25050008,-22.7068338,-43.2700679
25050009,-22.7862985,-43.3053106
25050007,-22.7500447,-43.2947454
27278235,-22.4884915,-44.1209539
27540375,-22.4690968,-44.3839701
27540380,-22.4686503,-44.3856348
21511070,-22.841297,-43.3582661
27278240,-22.4921488,-44.1194418
21380000,-22.8804941,-43.2814034
21380002,-22.8827522,-43.3280478
21380005,-22.8814119,-43.3247647
21380007,-22.8851255,-43.3105256
21511080,-22.8405721,-43.3545977
21380008,-22.8851526,-43.3108336
27278250,-22.4912004,-44.1200227
21380010,-22.8936588,-43.3217453
25050030,-22.7495651,-43.3050099
27540400,-22.4525531,-44.4124747
21511090,-22.84172,-43.3575831
21380020,-22.8828035,-43.3265607
27278260,-22.4925807,-44.1135981
25050040,-22.7862985,-43.3053106
21380030,-22.8832203,-43.3254609
21511110,-22.8425843,-43.35735
21380040,-22.8832941,-43.3243277
25050060,-22.7476694,-43.2947873
27540430,-22.4539024,-44.414456
25050064,-22.7487184,-43.3029043
27278290,-22.4897105,-44.1213407
21380050,-22.883973,-43.3237809
25050066,-22.7378543,-43.2956552
27278293,-22.4906427,-44.1214636
25050070,-22.748297,-43.30046
24919000,-22.9339527,-42.8245961
27540440,-22.4539597,-44.4151553
21511130,-22.8424384,-43.3560359
21380060,-22.8855774,-43.3238847
27933660,-22.3991946,-41.8049313
27278300,-22.4897105,-44.1213407
21511140,-22.8411427,-43.3545178
27933670,-22.3960889,-41.801684
25050090,-22.7487404,-43.3023849
27540460,-22.4538453,-44.4137628
21511150,-22.8416409,-43.3541911
27933680,-22.4034107,-41.8025287
21380080,-22.8849054,-43.3238242
25050100,-22.7862985,-43.3053106
27933685,-22.3960889,-41.801684
27540470,-22.4515527,-44.4136208
28060600,-21.7293481,-41.3382021
21511160,-22.8424257,-43.3552893
27933690,-22.3960889,-41.801684
21380090,-22.8853318,-43.3233141
25050110,-22.7508536,-43.2977263
21380100,-22.8857213,-43.3221227
25050120,-22.7503736,-43.2960977
21511180,-22.8429635,-43.3549882
21380110,-22.8851332,-43.3194235
27540502,-22.4612863,-44.3880981
21511190,-22.8452558,-43.3587046
21380120,-22.886407,-43.3229204
27540506,-22.4632605,-44.3876376
25050140,-22.7494842,-43.2954784
27540512,-22.4619348,-44.3880624
27540514,-22.4625005,-44.3887367
27540516,-22.4613822,-44.3899665
27540520,-22.4612575,-44.3913825
21380140,-22.8834864,-43.3218507
25050160,-22.7493951,-43.2941005
27540528,-22.4621476,-44.3805085
21511230,-22.8420417,-43.357886
21380160,-22.8829399,-43.3189684
25050180,-22.749363,-43.2933841
27540548,-22.4659601,-44.3820227
21380165,-22.883842,-43.3121416
27540552,-22.4667162,-44.3822289
27278410,-22.4909783,-44.1187106
27278413,-22.48814,-44.1203723
27540560,-22.4643961,-44.3856692
21511250,-22.8421753,-43.3528678
27278420,-22.5017523,-44.0466512
27540564,-22.4607879,-44.3845064
27540566,-22.4644318,-44.3856547
27540568,-22.4623276,-44.3851838
27540572,-22.4644015,-44.385614
27540576,-22.4644033,-44.3855956
27278435,-22.4864633,-44.11979
25050215,-22.7501287,-43.3020694
25050220,-22.752745,-43.2968402
21511280,-22.8453203,-43.354642
21380210,-22.886607,-43.3189379
25050230,-22.7862985,-43.3053106
27540600,-22.4659798,-44.3856885
20531720,-22.972707,-43.284099
21380220,-22.8867568,-43.3181022
27278460,-22.4869845,-44.1178613
25050240,-22.7520643,-43.3002441
27540612,-22.4663733,-44.3850746
21380230,-22.8877982,-43.3177744
27540616,-22.4660185,-44.385625
25050250,-22.7531521,-43.2992871
27278480,-22.5096854,-44.092944
25050260,-22.7531434,-43.3012492
28633766,-22.2380727,-42.5338147
21511320,-22.8461934,-43.3561601
24919200,-22.9339527,-42.8245961
21380260,-22.8869362,-43.3153197
27278500,-22.5192038,-44.1344908
27540650,-22.4585224,-44.4167899
27540652,-22.4709659,-44.4513347
21380270,-22.8867817,-43.3136204
27540654,-22.4709659,-44.4513347
25050290,-22.7519457,-43.3018866
27540658,-22.4600857,-44.4166233
27278515,-22.4903972,-44.1194285
27540660,-22.4551506,-44.3827547
27540662,-22.4709659,-44.4513347
21380280,-22.8869801,-43.3130317
25050300,-22.7525456,-43.300204
21511360,-22.8508136,-43.353701
28633775,-22.2887261,-42.5340796
21380290,-22.8861929,-43.3174013
28633776,-22.2376264,-42.5309307
21380300,-22.8858981,-43.3126707
25050320,-22.7507296,-43.3023729
27278545,-22.4921488,-44.1194418
21380310,-22.8866364,-43.3120347
25050330,-22.7509432,-43.3018234
21511390,-22.8352588,-43.3541953
25050340,-22.7520643,-43.3002441
21511400,-22.8371519,-43.3534131
25050350,-22.7515763,-43.3002774
21380340,-22.8840275,-43.3162493
21511420,-22.8379654,-43.357704
21380350,-22.8936588,-43.3217453
25050370,-22.7506116,-43.3003674
21511430,-22.8359152,-43.3575817
20725000,-22.9032605,-43.2695176
20725001,-32.035298,-52.1004266
25050380,-22.7501213,-43.3004057
21511440,-22.8376027,-43.3557884
21380370,-22.8824751,-43.3132438
20725010,-22.9044913,-43.2805917
25050390,-22.7862985,-43.3053106
21511450,-22.837184,-43.3565308
21380380,-22.8817623,-43.3146064
25050400,-22.7513926,-43.2986123
23032705,-22.9502124,-43.5669163
